id,tag
3056,prevent people from crossing
3058,belief formation
3059,lies
3060,persuasion
3061,truth
3062,System 1
3063,automatic operation
3064,interpretation
3065,situation
3066,unbelieve
3067,nonsensical idea
3069,undergraduates
3070,final year
3071,graduation
3072,failing out
3073,Permanent Income Hypothesis
3075,expected permanent income
3076,smoothed consumption
3077,change in expected income
3078,fraction
3079,restaurant
3080,splitting checks
3081,Landsburg's system
1605,MC
2010,optimal quantity of insurance
3116,rate of insurance
3121,general public
3122,Ph.D. economists
3123,education spending
3124,job training
3125,skepticism
3126,social science theories
3132,market-clearing rate
3134,threat of being fired
3135,herd behavior
3136,price movements
3137,financial markets
3138,stocks
3140,efficient market hypothesis
3141,psychological exceptions
3143,contrarian investor behavior
3144,systematic tendencies
3145,mean reverting
3146,larger returns
3153,work subsidy
3157,market equilibrium
3158,consumer surplus
3159,producer surplus
3163,positive fixed costs
3097,first-best efficient outcome
3166,market demand curve
3104,ATC
3170,second best solution
3172,unnecessary fixed costs.
3173,risk misperceptions
3174,demand for insurance
3175,possibility effect
3178,low-probability events
3179,warranties
3180,electronics
3182,Kahneman
3183,insurance demand
3184,risky behaviors
3185,provenance
3186,work of art
3187,genuine
3188,fake
3189,judgment
3190,expert accuracy
3191,intuition
3192,elite credentials
3193,regularities
3195,employee shirking
3196,procyclical
3198,wage rigidity
3199,recession
3201,Median Voter
3202,Equilibrium
3203,Kaldor-Hicks Efficiency
3204,Democracy
3205,Autocratic Regime
3206,Transaction Costs
3207,Resource Allocation
3208,Interest Groups
3210,government regulations
3211,penalties
3212,insurance fraud
3214,risky drivers
